Aug 26 09:43:44 k8s-testn2 systemd[1]: kubelet.service failed.
Aug 26 09:43:54 k8s-testn2 systemd[1]: kubelet.service holdoff time over, scheduling restart.
Aug 26 09:43:54 k8s-testn2 systemd[1]: Stopped Kubernetes Kubelet Server.
Aug 26 09:43:54 k8s-testn2 systemd[1]: Starting Kubernetes Kubelet Server...
Aug 26 09:43:54 k8s-testn2 systemd[1]: Started Kubernetes Kubelet Server.
Aug 26 09:43:54 k8s-testn2 kubelet[18749]: I0826 09:43:54.371222   18749 server.go:417] Version: v1.18.4
Aug 26 09:44:16 k8s-testn2 kubelet[18749]: E0826 09:44:16.981057   18749 csi_plugin.go:277] Failed to initialize CSINode: error updating CSINode annotation: timed out waiting for the condition; caused by: the server could not find the requested resource
Aug 26 09:44:18 k8s-testn2 kubelet[18749]: E0826 09:44:18.969833   18749 reflector.go:178] k8s.io/client-go/informers/factory.go:135: Failed to list *v1.CSIDriver: the server could not find the requested resource
Aug 26 09:44:21 k8s-testn2 kubelet[18749]: E0826 09:44:21.937083   18749 csi_plugin.go:277] Failed to initialize CSINode: error updating CSINode annotation: timed out waiting for the condition; caused by: the server could not find the requested resource
Aug 26 09:44:33 k8s-testn2 kubelet[18749]: I0826 09:44:33.941619   18749 topology_manager.go:219] [topologymanager] RemoveContainer - Container ID: ef42d1e9d35dad7cf3d609668c944b130c70cc31c794d752c4144bc862e1d15e
Aug 26 09:44:33 k8s-testn2 kubelet[18749]: I0826 09:44:33.942071   18749 topology_manager.go:219] [topologymanager] RemoveContainer - Container ID: 99ec916d3d03e1637742d8fac962d63a7f73c6493f1587796ee8b45c1ce5512e
Aug 26 09:44:33 k8s-testn2 kubelet[18749]: E0826 09:44:33.943175   18749 pod_workers.go:191] Error syncing pod ec73a9b7-9a38-11ea-95cb-525400c76348 ("kube-flannel-rq79q_kube-system(ec73a9b7-9a38-11ea-95cb-525400c76348)"), skipping: failed to "StartContainer" for "kube-flannel" with CrashLoopBackOff: "back-off 10s restarting failed container=kube-flannel pod=kube-flannel-rq79q_kube-system(ec73a9b7-9a38-11ea-95cb-525400c76348)"
Aug 26 09:44:34 k8s-testn2 kubelet[18749]: W0826 09:44:34.948762   18749 docker_sandbox.go:400] failed to read pod IP from plugin/docker: Couldn't find network status for kube-system/local-volume-provisioner-7kwt5 through plugin: invalid network status for
Aug 26 09:44:34 k8s-testn2 kubelet[18749]: I0826 09:44:34.954769   18749 topology_manager.go:219] [topologymanager] RemoveContainer - Container ID: 71d52d1f329a093302b80820c5deffa9f7f5c6685c28bf260457e26cb12c0a80
Aug 26 09:44:34 k8s-testn2 kubelet[18749]: I0826 09:44:34.955191   18749 topology_manager.go:219] [topologymanager] RemoveContainer - Container ID: 99f4d3118b09754f2523c80f7148bc1b0fb72152d43ba820344511de2937658b
Aug 26 09:44:34 k8s-testn2 kubelet[18749]: E0826 09:44:34.955730   18749 pod_workers.go:191] Error syncing pod 1e531955-9a39-11ea-95cb-525400c76348 ("local-volume-provisioner-7kwt5_kube-system(1e531955-9a39-11ea-95cb-525400c76348)"), skipping: failed to "StartContainer" for "provisioner" with CrashLoopBackOff: "back-off 10s restarting failed container=provisioner pod=local-volume-provisioner-7kwt5_kube-system(1e531955-9a39-11ea-95cb-525400c76348)"
Aug 26 09:44:35 k8s-testn2 kubelet[18749]: W0826 09:44:35.971212   18749 docker_sandbox.go:400] failed to read pod IP from plugin/docker: Couldn't find network status for kube-system/local-volume-provisioner-7kwt5 through plugin: invalid network status for
Aug 26 09:44:43 k8s-testn2 kubelet[18749]: E0826 09:44:43.510270   18749 csi_plugin.go:277] Failed to initialize CSINode: error updating CSINode annotation: timed out waiting for the condition; caused by: the server could not find the requested resource
Aug 26 09:44:43 k8s-testn2 kubelet[18749]: F0826 09:44:43.510289   18749 csi_plugin.go:291] Failed to initialize CSINode after retrying: timed out waiting for the condition
Aug 26 09:44:43 k8s-testn2 systemd[1]: kubelet.service: main process exited, code=exited, status=255/n/a
Aug 26 09:44:43 k8s-testn2 systemd[1]: Unit kubelet.service entered failed state.
Aug 26 09:44:43 k8s-testn2 systemd[1]: kubelet.service failed.
